544	46 
545	13 
546	34 
547	1 
548	32 
549	45 
550	4 
551	46 
552	21 
553	37 
554	17 
555	21 
556	16 
557	28 
558	39 
559	34 
560	33 
561	34 
562	11 
563	20 
564	39 
565	21 
566	4 
567	13 
568	13 
569	33 
570	40 
571	10 
572	29 
573	34 
574	46 
575	32 
576	17 
577	17 
578	19 
579	2 
580	43 
581	40 
582	5 
583	34 
584	22 
585	2 
586	21 
587	28 
588	2 
589	32 
590	28 
591	1 
592	36 
593	5 
594	11 
595	11 
596	34 
597	11 
598	25 
599	34 
600	39 
601	4 
602	10 
603	16 
604	16 
605	46 
606	44 
607	43 
608	10 
609	17 
610	45 
611	7 
612	36 
613	16 
614	17 
615	9 
616	4 
617	45 
618	40 
619	18 
620	22 
621	25 
622	17 
623	4 
624	35 
625	10 
626	9 
627	46 
628	28 
629	5 
630	35 
631	29 
632	5 
633	3 
634	40 
635	4 
636	33 
637	4 
638	28 
639	18 
640	33 
641	18 
642	45 
643	1 
644	36 
645	40 
646	35 
647	22 
648	43 
649	44 
650	40 
651	39 
652	44 
653	40 
654	16 
655	17 
656	36 
657	25 
658	2 
659	7 
660	42 
661	44 
662	43 
663	3 
664	3 
665	42 
666	44 
667	11 
668	17 
669	21 
670	18 
671	25 
672	10 
673	22 
674	19 
675	2 
676	17 
677	18 
678	4 
679	10 
680	11 
681	33 
682	3 
683	45 
684	21 
685	21 
686	22 
687	45 
688	34 
689	45 
690	1 
691	33 
692	25 
693	1 
694	21 
695	11 
696	3 
697	36 
698	33 
699	25 
700	25 
701	35 
702	33 
703	46 
704	2 
705	7 
706	10 
707	1 
708	1 
709	18 
710	18 
711	17 
712	2 
713	17 
714	44 
715	42 
716	16 
717	42 
718	42 
719	45 
720	17 
721	42 
722	25 
723	43 
724	28 
725	29 
726	7 
727	16 
728	25 
729	40 
730	44 
731	21 
732	3 
733	45 
734	17 
735	44 
736	2 
737	10 
738	36 
739	17 
740	3 
741	11 
742	22 
743	28 
744	22 
745	21 
746	46 
747	36 
748	29 
749	45 
750	36 
751	17 
752	17 
753	29 
754	33 
755	36 
756	45 
757	2 
758	45 
759	36 
760	44 
761	44 
762	42 
763	18 
764	18 
765	44 
766	21 
767	11 
768	42 
769	11 
770	36 
771	44 
772	42 
773	43 
774	10 
775	10 
776	3 
777	2 
778	40 
779	21 
780	10 
781	2 
782	36 
783	3 
784	33 
785	29 
786	33 
787	3 
788	45 
789	18 
790	40 
791	2 
792	34 
793	40 
794	40 
795	25 
796	36 
797	45 
798	44 
799	2 
800	46 
801	17 
802	21 
803	7 
804	17 
805	46 
806	42 
807	7 
808	29 
809	46 
810	29 
811	29 
812	43 
813	43 
814	33 
815	7 
816	46 
817	43 
818	46 
819	40 
820	36 
821	2 
822	3 
823	22 
824	44 
825	7 
826	43 
827	43 
828	46 
829	11 
830	42 
831	22 
832	2 
833	25 
834	7 
835	25 
836	29 
837	40 
838	40 
839	29 
840	42 
841	45 
842	46 
843	3 
844	29 
845	11 
846	45 
847	33 
848	42 
849	45 
850	21 
851	25 
852	21 
853	46 
854	7 
855	29 
856	40 
857	29 
858	33 
859	42 
860	44 
861	17 
862	25 
863	33 
864	3 
865	22 
866	17 
867	22 
868	42 
869	10 
870	44 
871	22 
872	2 
873	17 
874	17 
875	17 
876	42 
877	42 
878	17 
879	46 
880	45 
881	44 
882	29 
883	42 
884	3 
885	42 
886	11 
887	11 
888	33 
889	17 
890	33 
891	22 
892	17 
893	33 
894	44 
895	7 
896	42 
897	17 
898	2 
899	33 
900	7 
901	22 
902	36 
903	21 
904	22 
905	46 
906	25 
907	22 
908	29 
909	17 
910	17 
911	36 
912	29 
913	33 
914	11 
915	11 
916	10 
917	36 
918	22 
919	17 
920	21 
921	10 
922	33 
923	11 
924	46 
925	10 
926	29 
927	21 
928	11 
929	44 
930	44 
931	46 
932	11 
933	29 
934	17 
935	29 
936	36 
937	11 
938	2 
939	46 
940	11 
941	33 
942	36 
943	2 
944	21 
945	29 
946	46 
947	46 
948	29 
949	21 
950	29 
951	10 
952	22 
953	11 
954	46 
955	22 
956	2 
957	21 
958	2 
959	2 
960	46 
961	11 
962	11 
963	2 
964	2 
965	17 
966	17 
967	36 
968	17 
969	11 
970	11 
971	36 
972	11 
973	46 
974	46 
975	46 
976	46 
977	46 
978	36 
979	22 
980	11 
981	2 
982	11 
983	36 
984	46 
985	36 
986	46 
987	22 
988	2 
989	36 
990	36 
991	2 
992	17 
993	11 
994	36 
995	17 
996	2 
997	36 
998	17 
999	22 
1000	22 
